tuh_downstream_smallset_tflayers20, freeze 4
Epoch 1, Train loss 0.7677 , Train Accuracy 0.5460, Test loss 1.3558, Test Accuracy 0.4995
Epoch 2, Train loss 0.7002 , Train Accuracy 0.5770, Test loss 0.8885, Test Accuracy 0.4605
Epoch 3, Train loss 0.6511 , Train Accuracy 0.6260, Test loss 0.8871, Test Accuracy 0.4594
Epoch 4, Train loss 0.6223 , Train Accuracy 0.6570, Test loss 1.0463, Test Accuracy 0.4816
Epoch 5, Train loss 0.6094 , Train Accuracy 0.6641, Test loss 0.9616, Test Accuracy 0.4573
Epoch 6, Train loss 0.5875 , Train Accuracy 0.6854, Test loss 1.0169, Test Accuracy 0.4647
Epoch 7, Train loss 0.5733 , Train Accuracy 0.6952, Test loss 1.1692, Test Accuracy 0.4932
Epoch 8, Train loss 0.5579 , Train Accuracy 0.7104, Test loss 1.0628, Test Accuracy 0.4605
Epoch 9, Train loss 0.5484 , Train Accuracy 0.7120, Test loss 1.1071, Test Accuracy 0.4800
Epoch 10, Train loss 0.5334 , Train Accuracy 0.7164, Test loss 1.1394, Test Accuracy 0.4758
Epoch 11, Train loss 0.5337 , Train Accuracy 0.7289, Test loss 1.3379, Test Accuracy 0.5026
Epoch 12, Train loss 0.5313 , Train Accuracy 0.7240, Test loss 1.1495, Test Accuracy 0.4694
Epoch 13, Train loss 0.5184 , Train Accuracy 0.7322, Test loss 1.2871, Test Accuracy 0.4979
Epoch 14, Train loss 0.5261 , Train Accuracy 0.7338, Test loss 1.2202, Test Accuracy 0.4758
Epoch 15, Train loss 0.5076 , Train Accuracy 0.7490, Test loss 1.2133, Test Accuracy 0.4773
Epoch 16, Train loss 0.5060 , Train Accuracy 0.7572, Test loss 1.2201, Test Accuracy 0.4668
Epoch 17, Train loss 0.4920 , Train Accuracy 0.7539, Test loss 1.3386, Test Accuracy 0.4979
Epoch 18, Train loss 0.5037 , Train Accuracy 0.7490, Test loss 1.2798, Test Accuracy 0.4995
Epoch 19, Train loss 0.4910 , Train Accuracy 0.7676, Test loss 1.2400, Test Accuracy 0.4816
Epoch 20, Train loss 0.4765 , Train Accuracy 0.7692, Test loss 1.2896, Test Accuracy 0.4953
Epoch 21, Train loss 0.4879 , Train Accuracy 0.7665, Test loss 1.2505, Test Accuracy 0.4868
Epoch 22, Train loss 0.4763 , Train Accuracy 0.7725, Test loss 1.2748, Test Accuracy 0.4816
Epoch 23, Train loss 0.4727 , Train Accuracy 0.7779, Test loss 1.3537, Test Accuracy 0.5016
Epoch 24, Train loss 0.4698 , Train Accuracy 0.7817, Test loss 1.3313, Test Accuracy 0.4905
Epoch 25, Train loss 0.4520 , Train Accuracy 0.7899, Test loss 1.3561, Test Accuracy 0.4895
Epoch 26, Train loss 0.4633 , Train Accuracy 0.7757, Test loss 1.3504, Test Accuracy 0.4879
Epoch 27, Train loss 0.4663 , Train Accuracy 0.7784, Test loss 1.3718, Test Accuracy 0.4900
Epoch 28, Train loss 0.4406 , Train Accuracy 0.7904, Test loss 1.4834, Test Accuracy 0.4942
Epoch 29, Train loss 0.4570 , Train Accuracy 0.7790, Test loss 1.4109, Test Accuracy 0.4942
Epoch 30, Train loss 0.4589 , Train Accuracy 0.7833, Test loss 1.5997, Test Accuracy 0.4958
Epoch 31, Train loss 0.4447 , Train Accuracy 0.7953, Test loss 1.3473, Test Accuracy 0.4953
Epoch 32, Train loss 0.4437 , Train Accuracy 0.7915, Test loss 1.4778, Test Accuracy 0.4979
Epoch 33, Train loss 0.4479 , Train Accuracy 0.7921, Test loss 1.4400, Test Accuracy 0.4937
Epoch 34, Train loss 0.4391 , Train Accuracy 0.7910, Test loss 1.3992, Test Accuracy 0.4879
Epoch 35, Train loss 0.4302 , Train Accuracy 0.8040, Test loss 1.4666, Test Accuracy 0.4942
Epoch 36, Train loss 0.4350 , Train Accuracy 0.8068, Test loss 1.4729, Test Accuracy 0.4974
Epoch 37, Train loss 0.4279 , Train Accuracy 0.8046, Test loss 1.5457, Test Accuracy 0.4932
Epoch 38, Train loss 0.4165 , Train Accuracy 0.8068, Test loss 1.4110, Test Accuracy 0.4863
Epoch 39, Train loss 0.4463 , Train Accuracy 0.7980, Test loss 1.5310, Test Accuracy 0.4947
Epoch 40, Train loss 0.4151 , Train Accuracy 0.8133, Test loss 1.6411, Test Accuracy 0.4963
Epoch 41, Train loss 0.4186 , Train Accuracy 0.7953, Test loss 1.7534, Test Accuracy 0.4937
Epoch 42, Train loss 0.4203 , Train Accuracy 0.8127, Test loss 1.4486, Test Accuracy 0.4816
Epoch 43, Train loss 0.4103 , Train Accuracy 0.8084, Test loss 1.4916, Test Accuracy 0.4863
Epoch 44, Train loss 0.4329 , Train Accuracy 0.8024, Test loss 1.4392, Test Accuracy 0.4852
Epoch 45, Train loss 0.4069 , Train Accuracy 0.8138, Test loss 1.5032, Test Accuracy 0.4842
Epoch 46, Train loss 0.4133 , Train Accuracy 0.8068, Test loss 1.4301, Test Accuracy 0.4921
Epoch 47, Train loss 0.4156 , Train Accuracy 0.8084, Test loss 1.4814, Test Accuracy 0.4810
Epoch 48, Train loss 0.4116 , Train Accuracy 0.8095, Test loss 1.5044, Test Accuracy 0.4874
Epoch 49, Train loss 0.4020 , Train Accuracy 0.8225, Test loss 1.5216, Test Accuracy 0.4800
Epoch 50, Train loss 0.3959 , Train Accuracy 0.8182, Test loss 1.7380, Test Accuracy 0.4979
